win/lose,game_mode,game_date,game_duration,champion,role,CS,kills,deaths,assists,Vision Score,KP,Summoner Spell 1,Summoner Spell 2,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Ward,KDA,CS/min
Defeat,Ultimate Spellbook,2024-10-05,00:31:38,Kai'Sa,Adc,231,14,13,13,13,52%,Flash,Placeholder,Statikk Shiv,Void Staff,Gunmetal Greaves,Nashor's Tooth,Rabadon's Deathcap,Guinsoo's Rageblade,Farsight Alteration,2.08,7.3
Defeat,Normal (Draft Pick),2024-10-05,00:17:05,Lux,Mid,130,3,2,2,7,33%,Flash,Teleport,Doran's Ring,Luden's Companion,Sorcerer's Shoes,Aether Wisp,Amplifying Tome,Amplifying Tome,Stealth Ward,2.5,7.61
Defeat,Normal (Draft Pick),2024-10-05,00:26:20,Aurelion Sol,Mid,204,3,1,6,11,43%,Flash,Teleport,Doran's Ring,Tear of the Goddess,Sorcerer's Shoes,Rylai's Crystal Scepter,Liandry's Torment,Glowing Mote,Stealth Ward,9.0,7.75
Defeat,Normal (Draft Pick),2024-10-05,00:28:52,Hwei,Mid,247,9,4,5,18,47%,Flash,Teleport,Needlessly Large Rod,Blackfire Torch,Sorcerer's Shoes,Liandry's Torment,Cryptbloom,Needlessly Large Rod,Stealth Ward,3.5,8.56
Victory,Ultimate Spellbook,2024-10-05,00:25:37,Lucian,Adc,190,21,9,5,11,65%,Flash,Placeholder,Essence Reaver,Navori Flickerblade,Gunmetal Greaves,Infinity Edge,Bloodthirster,Lord Dominik's Regards,Stealth Ward,2.89,7.42
Defeat,ARAM,2024-10-04,00:24:17,Xerath,Adc,43,14,14,22,0,68%,Flash,Barrier,Luden's Companion,Stormsurge,Horizon Focus,Sorcerer's Shoes,Rabadon's Deathcap,Void Staff,Poro-Snax,2.57,1.77
Defeat,ARAM,2024-10-04,00:21:46,Ahri,Top,69,4,19,28,0,55%,Flash,Mark,Malignance,Stormsurge,Sorcerer's Shoes,Shadowflame,Void Staff,None,Poro-Snax,1.68,3.17
Defeat,Normal (Draft Pick),2024-10-04,00:32:05,Jhin,Adc,196,5,10,6,16,34%,Flash,Barrier,Infinity Edge,Statikk Shiv,Rapid Firecannon,Boots of Swiftness,Long Sword,Cloth Armor,Stealth Ward,1.1,6.11
Defeat,Normal (Draft Pick),2024-10-04,00:31:43,Sett,Top,249,9,9,3,18,50%,Flash,Teleport,Black Cleaver,Stridebreaker,Plated Steelcaps,Hullbreaker,Overlord's Bloodmail,Long Sword,Stealth Ward,1.33,7.85
Defeat,Normal (Draft Pick),2024-10-04,00:33:41,Vel'Koz,Mid,203,7,4,6,28,50%,Flash,Barrier,Rabadon's Deathcap,Luden's Companion,Sorcerer's Shoes,Shadowflame,Amplifying Tome,Amplifying Tome,Stealth Ward,3.25,6.03
Victory,Normal (Draft Pick),2024-10-03,00:16:21,Hwei,Mid,134,5,0,5,8,45%,Flash,Teleport,Doran's Ring,Health Potion,Blackfire Torch,Tear of the Goddess,Sorcerer's Shoes,Lost Chapter,Stealth Ward,0.0,8.2
Defeat,Normal (Draft Pick),2024-10-03,00:34:36,Lux,Mid,219,5,8,6,19,35%,Flash,Teleport,Doran's Ring,Luden's Companion,Stormsurge,Sorcerer's Shoes,Shadowflame,Amplifying Tome,Farsight Alteration,1.38,6.33
Victory,Ultimate Spellbook,2024-10-03,00:26:50,Syndra,Mid,153,9,8,20,13,49%,Flash,Placeholder,Rabadon's Deathcap,Zhonya's Hourglass,Stormsurge,Sorcerer's Shoes,Void Staff,Luden's Companion,Farsight Alteration,3.62,5.7
Victory,Normal (Draft Pick),2024-10-01,00:30:29,Lux,Mid,230,10,0,6,21,46%,Flash,Teleport,Doran's Ring,Luden's Companion,Sorcerer's Shoes,Stormsurge,Shadowflame,Needlessly Large Rod,Stealth Ward,0.0,7.55
Defeat,Normal (Draft Pick),2024-10-01,00:40:35,Jhin,Adc,296,15,9,17,22,63%,Flash,Barrier,Bloodthirster,Statikk Shiv,Rapid Firecannon,Boots of Swiftness,Infinity Edge,Lord Dominik's Regards,Stealth Ward,3.56,7.29
Victory,Normal (Draft Pick),2024-10-01,00:25:14,Jhin,Adc,165,4,4,5,12,33%,Flash,Barrier,Doran's Blade,Boots of Swiftness,Statikk Shiv,B. F. Sword,Pickaxe,Cloak of Agility,Stealth Ward,2.25,6.54
Victory,Ultimate Spellbook,2024-09-29,00:24:24,Ezreal,Adc,116,12,8,10,12,42%,Flash,Placeholder,Muramana,Tiamat,Trinity Force,Spear of Shojin,Serylda's Grudge,Ionian Boots of Lucidity,Stealth Ward,2.75,4.75
Defeat,Ultimate Spellbook,2024-09-29,00:22:29,Kai'Sa,Adc,146,7,13,10,6,47%,Flash,Placeholder,Statikk Shiv,Guinsoo's Rageblade,Berserker's Greaves,Nashor's Tooth,Rabadon's Deathcap,Needlessly Large Rod,Stealth Ward,1.31,6.49
Victory,ARAM,2024-09-29,00:26:49,Zeri,Support,185,11,16,24,0,64%,Flash,Barrier,Gunmetal Greaves,Statikk Shiv,Runaan's Hurricane,Infinity Edge,Bloodthirster,Lord Dominik's Regards,None,2.19,6.9
Victory,ARAM,2024-09-29,00:22:32,Sona,Support,39,6,10,36,0,86%,Flash,Barrier,Seraph's Embrace,Moonstone Renewer,Ionian Boots of Lucidity,Staff of Flowing Water,Ardent Censer,Dawncore,Poro-Snax,4.2,1.73
Defeat,ARAM,2024-09-29,00:21:27,Ahri,Top,76,18,15,14,0,71%,Flash,Ignite,Malignance,Stormsurge,Sorcerer's Shoes,Shadowflame,Rabadon's Deathcap,Void Staff,None,2.13,3.54
Defeat,Ultimate Spellbook,2024-09-29,00:29:00,Irelia,Mid,170,6,10,7,18,33%,Flash,Placeholder,Blade of The Ruined King,Plated Steelcaps,Wit's End,Kraken Slayer,Death's Dance,Frozen Heart,Stealth Ward,1.3,5.86
Defeat,Ultimate Spellbook,2024-09-29,00:24:46,Aurora,Mid,112,5,12,4,6,29%,Flash,Placeholder,Malignance,Liandry's Torment,Sorcerer's Shoes,Cosmic Drive,Rylai's Crystal Scepter,None,Stealth Ward,0.75,4.52
Victory,Ultimate Spellbook,2024-09-29,00:24:06,Yasuo,Mid,134,9,9,7,11,41%,Flash,Placeholder,Berserker's Greaves,Blade of The Ruined King,Infinity Edge,Phantom Dancer,Bloodthirster,Pickaxe,Stealth Ward,1.78,5.56
Victory,ARAM,2024-09-28,00:15:15,Corki,Support,29,16,13,35,0,72%,Flash,Mark,Trinity Force,Ionian Boots of Lucidity,Muramana,Infinity Edge,Noonquiver,None,Poro-Snax,3.92,1.9
Defeat,ARAM,2024-09-28,00:17:26,Renekton,Adc,35,7,17,14,0,50%,Flash,Barrier,Eclipse,Mercury's Treads,Sundered Sky,Sterak's Gage,Steel Sigil,Pickaxe,None,1.24,2.01
Defeat,ARAM,2024-09-28,00:19:02,Zoe,Support,23,12,15,19,0,74%,Flash,Barrier,Luden's Companion,Sorcerer's Shoes,Stormsurge,Shadowflame,Needlessly Large Rod,Needlessly Large Rod,None,2.07,1.21
Victory,ARAM,2024-09-28,00:14:54,Brand,Adc,41,5,9,25,0,73%,Flash,Barrier,Blackfire Torch,Liandry's Torment,Rylai's Crystal Scepter,Sorcerer's Shoes,None,None,None,3.33,2.75
Defeat,ARAM,2024-09-28,00:11:40,LeBlanc,Support,16,6,11,12,0,62%,Flash,Mark,Luden's Companion,Stormsurge,Blighting Jewel,Sorcerer's Shoes,None,None,Poro-Snax,1.64,1.37
Victory,Normal (Draft Pick),2024-09-27,00:33:36,Jhin,Adc,249,6,5,5,26,31%,Flash,Barrier,B. F. Sword,Statikk Shiv,Boots of Swiftness,Rapid Firecannon,Infinity Edge,Vampiric Scepter,Farsight Alteration,2.2,7.41
Victory,Normal (Draft Pick),2024-09-27,00:15:30,Jhin,Adc,106,7,2,4,5,65%,Flash,Barrier,Doran's Blade,Boots of Swiftness,Statikk Shiv,Scout's Slingshot,Dagger,None,Stealth Ward,5.5,6.84
Defeat,Normal (Draft Pick),2024-09-27,00:31:23,Smolder,Adc,205,4,11,5,13,41%,Flash,Barrier,Rapid Firecannon,Muramana,Trinity Force,Ionian Boots of Lucidity,Vampiric Scepter,None,Stealth Ward,0.82,6.53
Defeat,Normal (Draft Pick),2024-09-27,00:16:48,Ezreal,Adc,150,3,0,1,4,80%,Flash,Barrier,Trinity Force,Long Sword,Tear of the Goddess,Long Sword,Ionian Boots of Lucidity,None,Stealth Ward,0.0,8.93
Victory,Normal (Draft Pick),2024-09-27,00:37:06,Hwei,Mid,272,5,9,7,24,38%,Flash,Teleport,Sorcerer's Shoes,Seraph's Embrace,Blackfire Torch,Liandry's Torment,Cryptbloom,None,Stealth Ward,1.33,7.33
Defeat,Normal (Draft Pick),2024-09-27,00:24:57,Hwei,Mid,192,4,4,6,16,56%,Flash,Teleport,Amplifying Tome,Liandry's Torment,Blackfire Torch,Sorcerer's Shoes,Tear of the Goddess,Lost Chapter,Stealth Ward,2.5,7.7
Defeat,Normal (Draft Pick),2024-09-27,00:26:33,Sylas,Mid,150,9,8,2,17,69%,Flash,Teleport,Lich Bane,Seeker's Armguard,Sorcerer's Shoes,Shadowflame,None,None,Stealth Ward,1.38,5.65
Victory,Normal (Draft Pick),2024-09-26,00:29:52,Caitlyn,Adc,211,9,5,9,18,60%,Flash,Barrier,Infinity Edge,The Collector,Berserker's Greaves,Lord Dominik's Regards,Rapid Firecannon,None,Stealth Ward,3.6,7.06
Victory,Normal (Draft Pick),2024-09-26,00:33:39,Aurelion Sol,Mid,184,16,7,13,21,53%,Flash,Teleport,Seraph's Embrace,Sorcerer's Shoes,Rylai's Crystal Scepter,Liandry's Torment,Needlessly Large Rod,Needlessly Large Rod,Stealth Ward,4.14,5.47
Victory,ARAM,2024-09-25,00:15:34,Vex,Top,48,12,7,27,0,71%,Flash,Mark,Luden's Companion,Sorcerer's Shoes,Stormsurge,Shadowflame,Needlessly Large Rod,None,None,5.57,3.08
Defeat,ARAM,2024-09-25,00:18:30,Swain,Adc,30,3,12,27,0,67%,Flash,Mark,Malignance,Rylai's Crystal Scepter,Sorcerer's Shoes,Liandry's Torment,Fiendish Codex,Amplifying Tome,None,2.5,1.62
Victory,ARAM,2024-09-25,00:17:19,Darius,Top,45,13,12,16,0,66%,Flash,Mark,Trinity Force,Mercury's Treads,Sundered Sky,Sterak's Gage,Winged Moonplate,None,None,2.42,2.6
Victory,ARAM,2024-09-25,00:14:45,Kalista,Support,34,11,6,14,2,54%,Flash,Barrier,The Collector,Blade of The Ruined King,Berserker's Greaves,Recurve Bow,Pickaxe,Amplifying Tome,Poro-Snax,4.17,2.31
Defeat,Normal (Draft Pick),2024-09-25,00:28:36,Zed,Mid,199,5,6,1,16,40%,Flash,Ignite,Eclipse,Ionian Boots of Lucidity,Voltaic Cyclosword,Edge of Night,Long Sword,The Brutalizer,Stealth Ward,1.0,6.96
Victory,Normal (Draft Pick),2024-09-25,00:30:07,Aurora,Mid,190,4,3,13,15,45%,Flash,Teleport,Sorcerer's Shoes,Malignance,Cosmic Drive,Liandry's Torment,None,None,Stealth Ward,5.67,6.31
Victory,ARAM,2024-09-24,00:19:00,Samira,Adc,50,19,14,23,0,61%,Flash,Mark,The Collector,Mercury's Treads,Infinity Edge,Bloodthirster,Immortal Shieldbow,Kindlegem,Poro-Snax,3.0,2.63
Victory,Soloqueue,2024-09-24,00:15:55,Hwei,Mid,144,8,0,1,9,53%,Flash,Teleport,Doran's Ring,Blackfire Torch,Sorcerer's Shoes,Haunting Guise,Amplifying Tome,None,Stealth Ward,0.0,9.05
Defeat,Soloqueue,2024-09-24,00:25:31,Vex,Mid,191,4,5,5,19,64%,Flash,Teleport,Doran's Ring,Luden's Companion,Sorcerer's Shoes,Shadowflame,Needlessly Large Rod,None,Stealth Ward,1.8,7.49
Victory,Soloqueue,2024-09-24,00:31:08,Hwei,Mid,235,12,2,14,18,53%,Flash,Teleport,Needlessly Large Rod,Needlessly Large Rod,Sorcerer's Shoes,Seraph's Embrace,Blackfire Torch,Liandry's Torment,Farsight Alteration,13.0,7.55
Victory,Normal (Draft Pick),2024-09-24,00:29:24,Ezreal,Adc,209,6,3,11,10,47%,Flash,Barrier,Kindlegem,Ionian Boots of Lucidity,Muramana,Trinity Force,Pickaxe,Caulfield's Warhammer,Stealth Ward,5.67,7.11
Victory,Soloqueue,2024-09-23,00:25:09,Aurelion Sol,Mid,216,2,0,4,13,19%,Flash,Teleport,Liandry's Torment,Rylai's Crystal Scepter,Tear of the Goddess,Sorcerer's Shoes,Amplifying Tome,None,Stealth Ward,0.0,8.59
Victory,Normal (Draft Pick),2024-09-23,00:23:58,Xayah,Adc,179,2,3,4,11,32%,Flash,Barrier,Doran's Blade,Essence Reaver,Berserker's Greaves,Navori Flickerblade,B. F. Sword,None,Stealth Ward,2.0,7.47
Victory,Normal (Draft Pick),2024-09-23,00:25:28,Aurelion Sol,Mid,198,10,3,5,17,38%,Flash,Teleport,Doran's Ring,Sorcerer's Shoes,Tear of the Goddess,Rylai's Crystal Scepter,Liandry's Torment,Lost Chapter,Stealth Ward,5.0,7.77
Defeat,ARAM,2024-09-22,00:18:14,Hwei,Adc,81,7,10,22,0,69%,Flash,Barrier,Blackfire Torch,Shadowflame,Sorcerer's Shoes,Liandry's Torment,Needlessly Large Rod,None,Poro-Snax,2.9,4.44
Victory,ARAM,2024-09-22,00:18:44,Xayah,Adc,65,15,10,27,0,67%,Flash,Barrier,Berserker's Greaves,Navori Flickerblade,The Collector,Infinity Edge,Bloodthirster,None,None,4.2,3.47
Remake,ARAM,2024-09-22,00:01:52,Zoe,Support,1,0,0,1,0,100%,Flash,Barrier,Lost Chapter,Refillable Potion,None,None,None,None,Poro-Snax,0.0,0.54
Victory,ARAM,2024-09-20,00:11:33,Smolder,Jungle,44,10,5,25,0,81%,Flash,Barrier,Trinity Force,Muramana,Long Sword,Ionian Boots of Lucidity,None,None,Poro-Snax,7.0,3.81
Victory,ARAM,2024-09-19,00:25:30,Quinn,Jungle,76,21,16,27,1,61%,Flash,Mark,The Collector,Berserker's Greaves,Infinity Edge,Bloodthirster,Lord Dominik's Regards,Blade of The Ruined King,Poro-Snax,3.0,2.98
Defeat,ARAM,2024-09-19,00:20:49,Diana,Support,40,10,13,37,0,73%,Flash,Mark,Zhonya's Hourglass,Hextech Rocketbelt,Stormsurge,Sorcerer's Shoes,Rabadon's Deathcap,Needlessly Large Rod,Poro-Snax,3.62,1.92
Defeat,ARAM,2024-09-19,00:24:57,Miss Fortune,Top,136,18,15,21,0,57%,Flash,Barrier,The Collector,B. F. Sword,Axiom Arc,Serylda's Grudge,Bloodthirster,Edge of Night,None,2.6,5.45
Victory,Normal (Draft Pick),2024-09-19,00:49:04,Lux,Mid,360,7,6,11,49,38%,Flash,Teleport,Void Staff,Zhonya's Hourglass,Stormsurge,Sorcerer's Shoes,Rabadon's Deathcap,Luden's Companion,Farsight Alteration,3.0,7.34
Defeat,Normal (Draft Pick),2024-09-19,00:22:42,Naafiri,Mid,152,2,7,7,16,60%,Flash,Teleport,Doran's Blade,Profane Hydra,Ionian Boots of Lucidity,Eclipse,Long Sword,Long Sword,Stealth Ward,1.29,6.7
Remake,Normal (Draft Pick),2024-09-19,00:01:46,Syndra,Mid,0,0,0,0,0,None,Flash,Teleport,Doran's Ring,Health Potion,None,None,None,None,Stealth Ward,0.0,0.0
Victory,ARAM,2024-09-18,00:14:29,Ezreal,Support,47,16,6,27,0,84%,Flash,Barrier,Trinity Force,Muramana,Serylda's Grudge,Ionian Boots of Lucidity,Vampiric Scepter,None,Poro-Snax,7.17,3.25
Victory,ARAM,2024-09-18,00:23:15,Seraphine,Support,47,9,15,56,0,82%,Flash,Mark,Malignance,Sorcerer's Shoes,Rylai's Crystal Scepter,Liandry's Torment,Morellonomicon,Rabadon's Deathcap,Poro-Snax,4.33,2.02
Victory,Normal (Draft Pick),2024-09-18,00:32:00,Samira,Adc,213,10,6,3,16,46%,Flash,Barrier,Pickaxe,The Collector,Plated Steelcaps,Infinity Edge,Bloodthirster,Long Sword,Stealth Ward,2.17,6.66
Victory,Normal (Draft Pick),2024-09-18,00:29:31,Ezreal,Adc,208,6,6,6,19,29%,Flash,Barrier,Spear of Shojin,Trinity Force,Muramana,Ionian Boots of Lucidity,None,None,Stealth Ward,2.0,7.05
Defeat,Normal (Draft Pick),2024-09-18,00:20:52,Smolder,Adc,143,1,3,0,9,25%,Flash,Barrier,Doran's Blade,Health Potion,Trinity Force,Ionian Boots of Lucidity,Tear of the Goddess,Caulfield's Warhammer,Stealth Ward,0.33,6.85
Defeat,Normal (Draft Pick),2024-09-18,00:28:57,Katarina,Mid,205,5,7,2,21,47%,Flash,Teleport,Dark Seal,Zhonya's Hourglass,Lich Bane,Shadowflame,Sorcerer's Shoes,None,Stealth Ward,1.0,7.08
Defeat,Normal (Draft Pick),2024-09-17,00:25:10,Yone,Mid,199,1,4,2,14,27%,Flash,Teleport,Doran's Shield,Blade of The Ruined King,Berserker's Greaves,Immortal Shieldbow,B. F. Sword,None,Stealth Ward,0.75,7.91
Defeat,Normal (Draft Pick),2024-09-17,00:36:12,Smolder,Adc,235,12,11,9,27,43%,Flash,Barrier,Trinity Force,Ionian Boots of Lucidity,Muramana,Rapid Firecannon,Bloodthirster,Last Whisper,Stealth Ward,1.91,6.49
Defeat,Normal (Draft Pick),2024-09-17,00:24:08,Orianna,Mid,143,1,8,4,13,38%,Flash,Teleport,Doran's Ring,Seraph's Embrace,Sorcerer's Shoes,Haunting Guise,Fated Ashes,None,Stealth Ward,0.62,5.93
Defeat,Normal (Draft Pick),2024-09-17,00:32:03,Aurora,Mid,252,3,6,7,19,29%,Flash,Teleport,Liandry's Torment,Malignance,Sorcerer's Shoes,Cosmic Drive,Amplifying Tome,Amplifying Tome,Stealth Ward,1.67,7.86
Defeat,Normal (Draft Pick),2024-09-17,00:16:03,Qiyana,Mid,76,2,4,1,6,75%,Flash,Ignite,Refillable Potion,Profane Hydra,Ionian Boots of Lucidity,Long Sword,None,None,Stealth Ward,0.75,4.74
Victory,ARAM,2024-09-16,00:09:07,Ahri,Top,18,10,4,31,0,84%,Flash,Mark,Malignance,Refillable Potion,Hextech Alternator,Sorcerer's Shoes,Aether Wisp,None,Poro-Snax,10.25,1.97
Defeat,ARAM,2024-09-16,00:03:44,Senna,Adc,3,2,2,4,0,100%,Flash,Barrier,Serrated Dirk,Tear of the Goddess,Boots of Swiftness,None,None,None,Poro-Snax,3.0,0.8
Victory,Normal (Draft Pick),2024-09-13,00:31:28,Jhin,Adc,200,19,3,3,15,44%,Flash,Barrier,Infinity Edge,Rapid Firecannon,Boots of Swiftness,Statikk Shiv,Guardian Angel,Noonquiver,Stealth Ward,7.33,6.36
Victory,Normal (Draft Pick),2024-09-12,00:18:19,Aurora,Mid,115,2,3,3,8,31%,Flash,Teleport,Doran's Ring,Malignance,Haunting Guise,Sorcerer's Shoes,Amplifying Tome,None,Stealth Ward,1.67,6.28
Victory,Normal (Draft Pick),2024-09-12,00:38:12,Katarina,Mid,229,12,10,8,29,45%,Flash,Ignite,Dark Seal,Zhonya's Hourglass,Lich Bane,Shadowflame,Sorcerer's Shoes,Rabadon's Deathcap,Stealth Ward,2.0,5.99
Defeat,Normal (Draft Pick),2024-09-12,00:16:32,Katarina,Mid,80,1,8,2,5,25%,Flash,Ignite,Dark Seal,Refillable Potion,Lich Bane,Boots,Amplifying Tome,None,Stealth Ward,0.38,4.84
Victory,Normal (Draft Pick),2024-09-11,00:36:01,Kai'Sa,Adc,205,12,5,9,17,41%,Flash,Barrier,Rabadon's Deathcap,Statikk Shiv,Berserker's Greaves,Guinsoo's Rageblade,Nashor's Tooth,None,Stealth Ward,4.2,5.69
Defeat,Normal (Draft Pick),2024-09-11,00:28:40,Miss Fortune,Adc,217,1,7,6,14,41%,Flash,Barrier,Doran's Blade,Bloodthirster,Essence Reaver,Boots of Swiftness,Cloak of Agility,B. F. Sword,Stealth Ward,1.0,7.57
Defeat,Normal (Draft Pick),2024-09-11,00:33:32,Yone,Mid,261,9,8,3,19,71%,Flash,Teleport,Immortal Shieldbow,Berserker's Greaves,Blade of The Ruined King,Infinity Edge,Steel Sigil,Pickaxe,Stealth Ward,1.5,7.78
Defeat,ARAM,2024-09-07,00:24:07,Smolder,Adc,129,17,15,20,0,66%,Flash,Barrier,Trinity Force,Muramana,Spear of Shojin,Ionian Boots of Lucidity,Rapid Firecannon,Liandry's Torment,None,2.47,5.35
Defeat,Normal (Draft Pick),2024-09-07,00:32:18,Fiora,Top,210,8,10,13,19,58%,Flash,Teleport,Trinity Force,Ravenous Hydra,Plated Steelcaps,Hullbreaker,Caulfield's Warhammer,Steel Sigil,Stealth Ward,2.1,6.5
Victory,Normal (Draft Pick),2024-09-07,00:38:25,Aurora,Top,261,12,8,7,21,46%,Flash,Teleport,Cosmic Drive,Sorcerer's Shoes,Malignance,Liandry's Torment,Rabadon's Deathcap,Rylai's Crystal Scepter,Stealth Ward,2.38,6.79
Defeat,ARAM,2024-09-06,00:17:51,Darius,Support,28,11,10,23,0,65%,Flash,Mark,Trinity Force,Plated Steelcaps,Sundered Sky,Sterak's Gage,Winged Moonplate,Chain Vest,Poro-Snax,3.4,1.57
Defeat,Normal (Draft Pick),2024-09-06,00:27:43,Hwei,Mid,215,6,8,3,17,47%,Flash,Teleport,Doran's Ring,Blackfire Torch,Sorcerer's Shoes,Liandry's Torment,Cryptbloom,None,Stealth Ward,1.12,7.76
Victory,Normal (Draft Pick),2024-09-06,00:33:18,Smolder,Adc,218,6,9,10,20,47%,Flash,Barrier,Doran's Blade,Muramana,Ionian Boots of Lucidity,Trinity Force,Rapid Firecannon,Caulfield's Warhammer,Stealth Ward,1.78,6.55
Defeat,Normal (Draft Pick),2024-09-06,00:15:26,Yone,Mid,93,0,4,0,2,None,Flash,Teleport,Doran's Shield,Blade of The Ruined King,Boots,None,None,None,Stealth Ward,0.0,6.03
Victory,Normal (Draft Pick),2024-09-06,00:15:30,Aurora,Mid,126,1,0,2,6,18%,Flash,Teleport,Doran's Ring,Health Potion,Malignance,Sorcerer's Shoes,Amplifying Tome,None,Stealth Ward,0.0,8.13
Defeat,ARAM,2024-09-06,00:20:24,Vayne,Jungle,25,1,16,20,0,41%,Flash,Ghost,Berserker's Greaves,Blade of The Ruined King,Guinsoo's Rageblade,Wit's End,Vampiric Scepter,None,Poro-Snax,1.31,1.23
Defeat,ARAM,2024-09-06,00:16:58,Varus,Support,55,8,10,15,0,56%,Flash,Mark,The Collector,Muramana,Ionian Boots of Lucidity,Serylda's Grudge,Serrated Dirk,Long Sword,None,2.3,3.24
Victory,ARAM,2024-09-05,00:24:16,Amumu,Jungle,33,8,15,31,0,64%,Flash,Mark,Sunfire Aegis,Thornmail,Liandry's Torment,Mercury's Treads,Abyssal Mask,Frozen Heart,None,2.6,1.36
Victory,Normal (Draft Pick),2024-09-04,00:22:32,Hwei,Mid,156,10,3,6,10,44%,Flash,Teleport,Doran's Ring,Blackfire Torch,Sorcerer's Shoes,Liandry's Torment,Blighting Jewel,None,Stealth Ward,5.33,6.92
Defeat,Normal (Draft Pick),2024-09-04,00:29:34,Katarina,Mid,199,5,9,7,18,55%,Flash,Ignite,Doran's Shield,Zhonya's Hourglass,Sorcerer's Shoes,Shadowflame,Lich Bane,None,Stealth Ward,1.33,6.73
Victory,Normal (Draft Pick),2024-09-03,00:39:27,Aurora,Mid,244,8,8,11,23,54%,Flash,Teleport,Rabadon's Deathcap,Liandry's Torment,Malignance,Cosmic Drive,Sorcerer's Shoes,Blasting Wand,Stealth Ward,2.38,6.19
Defeat,Normal (Draft Pick),2024-09-03,00:28:40,Jhin,Adc,204,9,4,6,8,60%,Flash,Barrier,Infinity Edge,Last Whisper,Boots of Swiftness,The Collector,Rapid Firecannon,Long Sword,Stealth Ward,3.75,7.12
Victory,Normal (Draft Pick),2024-09-02,00:28:08,Aurora,Mid,171,24,2,11,12,70%,Flash,Teleport,Malignance,Zhonya's Hourglass,Sorcerer's Shoes,Liandry's Torment,Cosmic Drive,Needlessly Large Rod,Stealth Ward,17.5,6.08
Defeat,Normal (Draft Pick),2024-09-02,00:32:18,Aurora,Mid,183,4,6,10,9,37%,Flash,Teleport,Doran's Ring,Malignance,Mercury's Treads,Abyssal Mask,Liandry's Torment,None,Stealth Ward,2.33,5.67
Victory,Normal (Draft Pick),2024-09-02,00:10:33,Aurora,Mid,68,3,0,1,3,33%,Flash,Teleport,Doran's Ring,Malignance,Boots,None,None,None,Stealth Ward,0.0,6.45
Defeat,ARAM,2024-09-01,00:17:41,Veigar,Jungle,67,12,9,18,0,67%,Flash,Mark,Seraph's Embrace,Rod of Ages,Rabadon's Deathcap,Sorcerer's Shoes,Void Staff,None,Poro-Snax,3.33,3.79
Defeat,Normal (Draft Pick),2024-09-01,00:35:15,Kai'Sa,Adc,233,14,11,15,17,69%,Flash,Barrier,Berserker's Greaves,Zhonya's Hourglass,Nashor's Tooth,Guinsoo's Rageblade,Rabadon's Deathcap,Statikk Shiv,Farsight Alteration,2.64,6.61
Victory,Normal (Draft Pick),2024-09-01,00:24:47,Aurora,Mid,202,4,0,2,12,25%,Flash,Teleport,Doran's Ring,Malignance,Sorcerer's Shoes,Liandry's Torment,Fiendish Codex,Aether Wisp,Stealth Ward,0.0,8.15
Victory,Normal (Draft Pick),2024-09-01,00:44:11,Jhin,Adc,333,7,6,9,19,30%,Flash,Barrier,Lord Dominik's Regards,The Collector,Infinity Edge,Boots of Swiftness,Rapid Firecannon,Guardian Angel,Stealth Ward,2.67,7.54
Victory,Normal (Draft Pick),2024-09-01,00:19:41,Hwei,Mid,175,8,2,3,9,42%,Flash,Teleport,Doran's Ring,Blackfire Torch,Sorcerer's Shoes,Liandry's Torment,Fiendish Codex,Amplifying Tome,Stealth Ward,5.5,8.89
Victory,Normal (Draft Pick),2024-09-01,00:18:55,Smolder,Adc,143,10,2,7,5,65%,Flash,Barrier,Doran's Blade,Ionian Boots of Lucidity,Essence Reaver,Spear of Shojin,Zeal,None,Stealth Ward,8.5,7.56
Victory,Normal (Draft Pick),2024-08-24,00:31:28,Smolder,Adc,223,10,10,9,13,41%,Flash,Barrier,Bloodthirster,Essence Reaver,Spear of Shojin,Ionian Boots of Lucidity,Rapid Firecannon,Long Sword,Stealth Ward,1.9,7.09
Victory,Normal (Draft Pick),2024-08-22,00:28:59,Aurora,Mid,201,16,6,9,17,66%,Flash,Teleport,Cosmic Drive,Malignance,Sorcerer's Shoes,Liandry's Torment,Rabadon's Deathcap,None,Stealth Ward,4.17,6.94
Victory,Normal (Draft Pick),2024-08-22,00:21:59,Aurora,Mid,141,10,1,7,8,65%,Flash,Teleport,Doran's Ring,Malignance,Sorcerer's Shoes,Liandry's Torment,Fiendish Codex,Amplifying Tome,Stealth Ward,17.0,6.41
Victory,ARAM,2024-08-21,00:21:36,Lux,Support,83,13,7,31,0,86%,Flash,Mark,Luden's Companion,Shadowflame,Sorcerer's Shoes,Stormsurge,Rabadon's Deathcap,Blasting Wand,Poro-Snax,6.29,3.84
Defeat,ARAM,2024-08-21,00:22:23,Pantheon,Top,48,10,16,27,0,69%,Flash,Mark,Eclipse,Mercury's Treads,Sundered Sky,Black Cleaver,Spear of Shojin,Caulfield's Warhammer,Poro-Snax,2.31,2.14
Defeat,ARAM,2024-08-21,00:19:05,Twitch,Mid,34,14,13,29,0,84%,Flash,Barrier,Infinity Edge,Blade of The Ruined King,Berserker's Greaves,Runaan's Hurricane,Bloodthirster,None,Poro-Snax,3.31,1.78
Defeat,ARAM,2024-08-21,00:18:57,Naafiri,Top,76,8,15,25,0,69%,Flash,Mark,The Collector,Profane Hydra,Plated Steelcaps,Eclipse,Serylda's Grudge,Long Sword,Poro-Snax,2.2,4.01
